Price,Bedroom_qty,Bathroom_qty,Floor_size,Address,City_region,City,List_type,Date,Land_width,Land_depth
"$1,885,000 ",6,5,3854,1519 Dayton Street,Burke Mountain,Coquitlam,House,7/20/2021,,
"$1,449,900 ",5,4,3124,848 Irvine Street,Meadow Brook,Coquitlam,House,7/20/2021,,
"$649,900 ",2,2,864,111 3110 Dayanee Springs Boulevard,Westwood Plateau,Coquitlam,Apt/Condo,7/20/2021,,
"$1,489,000 ",4,4,2299,11822 87 Avenue,Annieville,Delta,House,7/20/2021,37,102
"$1,176,000 ",4,3,1865,11817 Alderwood Crescent,Sunshine Hills Woods,Delta,House,7/20/2021,50,100
"$2,059,000 ",4,3,2671,1586 Duncan Drive,Beach Grove,Delta,House,7/20/2021,50,120
"$1,588,800 ",5,3,2733,5412 Crescent Drive,Hawthorne,Delta,House,7/20/2021,55,189
"$1,588,800 ",3,2,2096,5408 Crescent Drive,Hawthorne,Delta,House,7/20/2021,50,189
"$1,469,900 ",4,3,2200,4744 Hazelnut Way,Tsawwassen North,Delta,House,7/20/2021,33,112
"$1,399,900 ",6,3,2077,11117 87 Avenue,Nordel,Delta,House,7/20/2021,63,105
"$2,499,000 ",8,8,5164,11240 Paterson Road,Sunshine Hills Woods,Delta,House,7/20/2021,67,120
"$599,000 ",2,2,774,1806 11967 80 Avenue,Scottsdale,Delta,Apt/Condo,7/20/2021,,
"$2,750,000 ",6,5,4782,187 W Murphy Drive,Pebble Hill,Delta,House,7/20/2021,70,109
"$1,199,000 ",6,3,2229,8403 Arbour Place,Nordel,Delta,House,7/20/2021,39,106
"$509,000 ",1,1,690,113 11501 84 Avenue,Annieville,Delta,Apt/Condo,7/20/2021,,
"$289,000 ",0,1,465,28 3871 River Road,Ladner Rural,Delta,House,7/20/2021,,
"$1,989,000 ",4,4,3663,1099 50b Street,Tsawwassen Central,Delta,House,7/20/2021,74,168
"$1,299,888 ",5,2,2504,11713 Carley Place,Sunshine Hills Woods,Delta,House,7/20/2021,,
"$2,200,000 ",7,7,3955,8677 112a Street,Annieville,Delta,House,7/20/2021,123,61
"$1,290,000 ",4,3,2328,5160 Stevens Drive,Tsawwassen Central,Delta,House,7/20/2021,72,104
"$1,888,888 ",4,3,2200,4535 46a Street,Port Guichon,Delta,House,7/20/2021,80,117
"$1,388,000 ",4,3,2670,1165 50b Street,Tsawwassen Central,Delta,House,7/20/2021,83,108
"$5,180,000 ",6,1,1300,6210 104 Street,East Delta,Delta,House,7/20/2021,,
"$3,099,000 ",5,7,5521,429 Glenholme Street,Central Coquitlam,Coquitlam,House,7/20/2021,,
"$508,000 ",1,1,640,1907 555 Delestre Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$714,900 ",2,2,1000,316 607 Cottonwood Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$500,000 ",2,2,1021,122 1040 King Albert Avenue,Central Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$888,000 ",3,3,1517,401 1215 Lansdowne Drive,Upper Eagle Ridge,Coquitlam,Townhouse,7/20/2021,,
"$518,000 ",1,1,576,802 1188 Pinetree Way,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$579,000 ",1,1,522,1305 657 Whiting Way,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$568,800 ",1,1,597,1303 3007 Glen Drive,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$488,888 ",2,2,902,210 1167 Pipeline Road,New Horizons,Coquitlam,Apt/Condo,7/20/2021,,
"$420,000 ",2,1,934,201 1210 Pacific Street,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$1,140,000 ",4,4,2277,89 1369 Purcell Drive,Westwood Plateau,Coquitlam,Townhouse,7/20/2021,,
"$769,000 ",2,2,932,1307 520 Como Lake Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$700,000 ",2,2,890,2306 2955 Atlantic Avenue,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$549,900 ",1,1,600,1009 570 Emerson Street,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,548,888 ",0,0,0,Lot 1 1111 Regan Avenue,Central Coquitlam,Coquitlam,House,7/20/2021,63,124
"$789,900 ",3,2,1321,1903 1199 Eastwood Street,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$629,000 ",2,2,1196,502 728 Farrow Street,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$549,900 ",2,2,1138,67 202 Laval Street,Maillardville,Coquitlam,Apt/Condo,7/20/2021,,
"$1,488,000 ",3,4,2782,378 Balfour Drive,Coquitlam East,Coquitlam,House,7/20/2021,0,0
"$499,000 ",1,1,597,605 602 Como Lake Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$575,000 ",2,2,663,811 11967 80 Avenue,Scottsdale,Delta,Apt/Condo,7/20/2021,,
"$1,299,888 ",6,3,2425,8885 117 Street,Annieville,Delta,House,7/20/2021,60,101
"$1,499,999 ",7,5,2600,8298 110 Street,Nordel,Delta,House,7/20/2021,58,141
"$1,188,000 ",4,3,2040,5226 Saratoga Drive,Cliff Drive,Delta,House,7/20/2021,75,100
"$1,050,000 ",3,1,1480,11873 95a Avenue,Annieville,Delta,House,7/20/2021,35,0
"$1,198,800 ",5,2,2110,7293 Blake Drive,Nordel,Delta,House,7/20/2021,66,105
"$338,000 ",2,1,975,103a 8635 120 Street,Annieville,Delta,Apt/Condo,7/20/2021,,
"$229,000 ",1,1,525,11 3871 W River Road,Ladner Rural,Delta,House,7/20/2021,,
"$1,399,999 ",4,3,2396,7163 Nicholson Road,Sunshine Hills Woods,Delta,House,7/20/2021,,
"$799,000 ",2,1,1110,4559 W River Road,Port Guichon,Delta,House,7/20/2021,64,0
"$549,000 ",2,2,662,2311 11967 80 Avenue,Scottsdale,Delta,Apt/Condo,7/20/2021,,
"$5,950,000 ",3,2,2538,2975 53 Street,Tsawwassen North,Delta,House,7/20/2021,,
"$1,475,000 ",0,1,1000,5349 Ladner Trunk Road,Hawthorne,Delta,House,7/20/2021,60,143
"$1,475,000 ",0,1,1000,5359 Ladner Trunk Road,Hawthorne,Delta,House,7/20/2021,60,143
"$3,780,000 ",5,5,5627,1143 Pacific Drive,English Bluff,Delta,House,7/20/2021,90,203
"$1,050,000 ",5,3,2038,7943 116a Street,Scottsdale,Delta,House,7/20/2021,,
"$1,500,000 ",4,3,2034,11090 72a Avenue,Nordel,Delta,House,7/20/2021,66,100
"$1,500,000 ",3,3,2282,11080 72a Avenue,Nordel,Delta,House,7/20/2021,74,100
"$1,500,000 ",5,2,2974,11185 72 Avenue,Nordel,Delta,House,7/20/2021,71,120
"$518,000 ",1,1,631,2902 2968 Glen Drive,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$1,099,000 ",4,3,1912,1306 Flynn Crescent,River Springs,Coquitlam,House,7/20/2021,46,92
"$1,599,000 ",4,3,4820,2620 Charter Hill Place,Upper Eagle Ridge,Coquitlam,House,7/20/2021,,
"$849,000 ",2,2,948,3306 567 Clarke Road,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$898,000 ",3,3,1357,15 3470 Highland Drive,Burke Mountain,Coquitlam,Townhouse,7/20/2021,,
"$2,590,000 ",7,7,6749,338 Mundy Street,Central Coquitlam,Coquitlam,House,7/20/2021,68,121
"$1,374,900 ",4,5,2889,107 3458 Burke Village Promenade,Burke Mountain,Coquitlam,Townhouse,7/20/2021,,
"$1,598,800 ",5,4,3797,1280 Sadie Crescent,Burke Mountain,Coquitlam,House,7/20/2021,40,145
"$1,098,000 ",3,3,2177,43 3405 Plateau Boulevard,Westwood Plateau,Coquitlam,Townhouse,7/20/2021,,
"$1,299,000 ",6,4,2374,1526 Como Lake Avenue,Central Coquitlam,Coquitlam,House,7/20/2021,,
"$699,888 ",2,2,802,505 2955 Atlantic Avenue,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$738,000 ",2,2,805,2308 530 Whiting Way,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$759,900 ",3,2,958,205 599 Dansey Avenue Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,049,800 ",4,4,2290,118 1685 Pinetree Way,Westwood Plateau,Coquitlam,Townhouse,7/20/2021,,
"$599,000 ",2,2,878,302 607 Cottonwood Avenue,Coquitlam West,Coquitlam,Apt/Condo,7/20/2021,,
"$1,580,000 ",6,4,4108,1467 Hockaday Street,Hockaday,Coquitlam,House,7/20/2021,,
"$314,800 ",1,1,637,105 1045 Howie Avenue,Central Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$2,680,000 ",8,7,5300,443 Glenholme Street,Central Coquitlam,Coquitlam,House,7/20/2021,78,98
"$599,000 ",2,2,971,1402 1148 Heffley Crescent,North Coquitlam,Coquitlam,Apt/Condo,7/20/2021,,
"$1,099,000 ",4,3,2095,1220 Nestor Street,New Horizons,Coquitlam,House,7/20/2021,,
"$1,750,000 ",5,3,2032,11195 72 Avenue,Nordel,Delta,House,7/20/2021,83,120
"$550,000 ",1,1,688,403 4788 Brentwood Drive,Brentwood Park,Burnaby,Apt/Condo,7/20/2021,,
"$659,900 ",2,2,754,253 5355 Lane Street,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$799,900 ",4,4,2074,2899 Corona Drive,Simon Fraser Hills,Burnaby,Townhouse,7/20/2021,,
"$1,385,000 ",2,3,1802,227 Highland Trail,,Bowen Island,House,7/20/2021,,
"$549,000 ",1,1,562,1003 7303 Noble Lane,Edmonds,Burnaby,Apt/Condo,7/20/2021,,
"$1,838,000 ",5,5,2947,8332 16th Avenue,East Burnaby,Burnaby,House,7/20/2021,38,121
"$869,900 ",3,3,1158,5 5122 Canada Way,Burnaby Lake,Burnaby,Townhouse,7/20/2021,,
"$1,199,000 ",3,3,2182,1288 Oceanview Road,,Bowen Island,House,7/20/2021,,
"$4,898,000 ",0,,,1810 Roger Curtis Lane,,Bowen Island,Land/Lot,7/20/2021,247,1
"$1,899,000 ",3,4,2766,687 Channelview Drive,,Bowen Island,House,7/20/2021,,
"$699,000 ",2,2,827,1105 7090 Edmonds Street,Edmonds,Burnaby,Apt/Condo,7/20/2021,,
"$645,000 ",2,2,954,101 6742 Station Hill Court,South Slope,Burnaby,Apt/Condo,7/20/2021,,
"$1,158,888 ",2,2,916,2905 4711 Hazel Street,Forest Glen,Burnaby,Apt/Condo,7/20/2021,,
"$1,498,000 ",3,3,2558,713 Channelview Drive,,Bowen Island,House,7/20/2021,,
"$1,369,000 ",3,2,1664,597 Willie's Way,,Bowen Island,House,7/20/2021,82,230
"$3,398,000 ",8,7,4682,5389 Portland Street,South Slope,Burnaby,House,7/20/2021,64,122
"$399,000 ",1,1,605,311 7038 21st Avenue,Highgate,Burnaby,Townhouse,7/20/2021,,
"$2,090,000 ",8,5,4006,1590 Giles Place,Sperling Duthie,Burnaby,House,7/20/2021,59,142
"$1,495,000 ",3,5,3661,1540 White Sails Drive,,Bowen Island,House,7/20/2021,66,125
"$1,900,000 ",5,4,3554,1486 Cromie Road,,Bowen Island,House,7/20/2021,,
"$1,699,000 ",7,4,3627,6170 Rumble Street,South Slope,Burnaby,House,7/20/2021,40,120
"$799,900 ",3,2,816,2705 6333 Silver Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$2,250,000 ",6,4,3055,5627 Pandora Street,Capitol Hill,Burnaby,House,7/20/2021,,
"$2,000,000 ",4,3,3393,355 Robinson Road,,Bowen Island,House,7/20/2021,124,111
"$2,889,000 ",5,5,4084,335 Robinson Road,,Bowen Island,House,7/20/2021,0,0
"$699,900 ",2,1,872,1268 Scarborough Road,,Bowen Island,House,7/20/2021,40,306
"$699,000 ",2,2,840,1606 4250 Dawson Street,Brentwood Park,Burnaby,Apt/Condo,7/20/2021,,
"$549,000 ",1,1,635,1502 7325 Arcola Street,Highgate,Burnaby,Apt/Condo,7/20/2021,,
"$888,000 ",3,2,1325,802 7063 Hall Avenue,Highgate,Burnaby,Apt/Condo,7/20/2021,,
"$1,970,000 ",4,4,3311,722 Channelview Drive,,Bowen Island,House,7/20/2021,264,199
"$3,850,000 ",5,4,3708,779 Taylor Road,,Bowen Island,House,7/20/2021,,
"$899,000 ",2,2,818,3709 6588 Nelson Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$528,888 ",2,2,943,102 9009 Cornerstone Mews,Simon Fraser University,Burnaby,Townhouse,7/20/2021,,
"$969,000 ",3,2,1009,2103 6538 Nelson Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$998,000 ",3,2,907,3903 6383 Mckay Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$2,298,000 ",5,4,4475,3049 147 Street,Elgin Chantrell,Surrey,House,7/20/2021,104,150
"$4,890,000 ",4,6,6717,527 Collins Road,,Bowen Island,House,7/20/2021,357,489
"$4,190,000 ",4,5,6562,949 Arbutus Bay Lane,,Bowen Island,House,7/20/2021,,
"$419,800 ",1,1,577,2105 9981 Whalley Boulevard,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$599,000 ",2,2,1276,15 15175 62a Avenue,Sullivan Station,Surrey,Townhouse,7/20/2021,,
"$2,188,000 ",6,4,4839,15903 Collingwood Crescent,Morgan Creek,Surrey,House,7/20/2021,113,0
"$1,399,000 ",5,3,2588,16718 Beechwood Court,Fraser Heights,Surrey,House,7/20/2021,,
"$7,980,000 ",4,3,5023,17261 31 Avenue,Grandview,Surrey,House,7/20/2021,,
"$4,180,000 ",3,1,1561,1750 176 Street,Hazelmere,Surrey,House,7/20/2021,222,403
"$1,385,000 ",4,2,1911,1148 Cecile Place,College Park,Port Moody,House,7/20/2021,,
"$649,000 ",3,2,1459,4 3476 Coast Meridian Road,Lincoln Park,Port Coquitlam,Townhouse,7/20/2021,,
"$1,528,000 ",9,5,3084,13155 99a Avenue,Cedar Hills,Surrey,House,7/20/2021,,
"$1,890,000 ",7,8,5279,15585 80a Avenue,Fleetwood Tynehead,Surrey,House,7/20/2021,,
"$1,099,000 ",4,4,2000,26 16355 23 Avenue,Grandview,Surrey,Townhouse,7/20/2021,,
"$449,000 ",1,1,496,2101 13655 Fraser Highway,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$1,799,000 ",4,4,3409,16775 20a Avenue,Grandview,Surrey,House,7/20/2021,44,118
"$3,180,000 ",5,5,5032,12516 52a Avenue,Panorama Ridge,Surrey,House,7/20/2021,118,347
"$695,000 ",3,3,1500,31 6635 192 Street,Clayton,Surrey,Townhouse,7/20/2021,,
"$1,245,000 ",5,3,2063,5888 183a Street,Cloverdale,Surrey,House,7/20/2021,58,122
"$1,699,000 ",4,6,4203,1209 Ioco Road,Barber Street,Port Moody,House,7/20/2021,36,165
"$648,800 ",2,2,1076,208 285 Newport Drive,North Shore,Port Moody,Apt/Condo,7/20/2021,,
"$599,000 ",2,2,910,408 260 Newport Drive,North Shore,Port Moody,Apt/Condo,7/20/2021,,
"$3,498,000 ",5,7,5982,168 Roe Drive,Barber Street,Port Moody,House,7/20/2021,,
"$759,000 ",2,2,1071,506 110 Brew Street,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$309,000 ",1,1,705,57 2002 St Johns Street,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$459,000 ",1,1,590,104 2229 Atkins Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$1,349,900 ",4,3,2081,1323 Riverwood Gate,Riverwood,Port Coquitlam,House,7/20/2021,,
"$535,000 ",2,2,948,208 2268 Shaughnessy Street,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$1,188,000 ",4,2,1789,1881 Suffolk Avenue,Glenwood,Port Coquitlam,House,7/20/2021,,
"$1,116,000 ",4,2,1917,3210 Cornwall Street,Lincoln Park,Port Coquitlam,House,7/20/2021,,
"$1,375,000 ",4,3,2080,1465 Rhine Crescent,Riverwood,Port Coquitlam,House,7/20/2021,,
"$799,900 ",2,2,1183,404 2356 Welcher Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$938,000 ",3,3,1445,61 2358 Ranger Lane,Riverwood,Port Coquitlam,Townhouse,7/20/2021,,
"$1,349,000 ",3,1,1150,2801 Gordon Avenue,Crescent Beach,Surrey,House,7/20/2021,50,120
"$859,000 ",3,2,1104,301 13318 104 Avenue,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$443,000 ",2,2,970,302 1720 Southmere Crescent,Sunnyside Park,Surrey,Apt/Condo,7/20/2021,,
"$475,000 ",1,1,496,1712 13655 Fraser Highway,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$1,749,800 ",6,5,3727,3593 Rosemary Heights Drive,Morgan Creek,Surrey,House,7/20/2021,53,83
"$849,999 ",2,3,1830,23 6366 126 Street,Panorama Ridge,Surrey,Townhouse,7/20/2021,,
"$1,190,000 ",5,2,2277,9984 124b Street,Cedar Hills,Surrey,House,7/20/2021,90,100
"$739,900 ",2,2,974,111 701 Klahanie Drive,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$589,000 ",3,2,1049,48 3295 Sunnyside Road,Anmore,Port Moody,Mfd/Mobile Home,7/20/2021,,
"$619,888 ",2,2,898,204 260 Newport Drive,North Shore,Port Moody,Apt/Condo,7/20/2021,,
"$939,900 ",3,3,1283,19 301 Klahanie Drive,Port Moody Centre,Port Moody,Townhouse,7/20/2021,,
"$599,900 ",2,2,1111,404 2360 Wilson Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$1,249,900 ",3,2,1619,1683 Renton Avenue,Oxford Heights,Port Coquitlam,House,7/20/2021,50,124
"$799,000 ",3,3,1912,A22 3075 Skeena Street,Riverwood,Port Coquitlam,Townhouse,7/20/2021,,
"$658,000 ",3,3,1478,10 3384 Coast Meridian Road,Lincoln Park,Port Coquitlam,Townhouse,7/20/2021,,
"$999,900 ",4,3,2118,1733 Pitt River Road,Lower Mary Hill,Port Coquitlam,House,7/20/2021,36,112
"$1,799,000 ",7,4,3803,928 Fort Fraser Rise,Citadel,Port Coquitlam,House,7/20/2021,54,104
"$1,499,000 ",6,4,2773,1932 Clarke Street,College Park,Port Moody,House,7/20/2021,70,132
"$1,899,000 ",3,4,2776,2817 Henry Street,Port Moody Centre,Port Moody,House,7/20/2021,66,132
"$349,888 ",1,1,434,208 3250 St Johns Street,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$1,598,000 ",5,2,2240,949 Dundonald Drive,Glenayre,Port Moody,House,7/20/2021,,
"$1,148,800 ",3,4,2203,24 2281 Argue Street,Citadel,Port Coquitlam,House,7/20/2021,,
"$729,000 ",2,3,1312,19 1055 Riverwood Gate,Riverwood,Port Coquitlam,Townhouse,7/20/2021,,
"$484,800 ",1,1,824,304 2473 Atkins Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$515,000 ",1,1,532,610 2495 Wilson Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$496,000 ",1,1,651,108 2382 Atkins Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$399,800 ",1,1,685,402 1570 Prairie Avenue,Glenwood,Port Coquitlam,Apt/Condo,7/20/2021,,
"$929,000 ",3,3,1575,2116 St Johns Street,Port Moody Centre,Port Moody,Townhouse,7/20/2021,,
"$1,350,000 ",3,3,2026,1773 View Street,Port Moody Centre,Port Moody,House,7/20/2021,,
"$654,800 ",3,2,985,864 Blackstock Road,North Shore,Port Moody,Townhouse,7/20/2021,,
"$1,598,000 ",4,4,2523,45 Alder Drive,Heritage Woods,Port Moody,House,7/20/2021,,
"$760,000 ",2,2,1091,408 110 Brew Street,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$3,798,000 ",0,,,1830 Cape Drive,,Bowen Island,Land/Lot,7/20/2021,530,1
"$5,850,000 ",4,3,2509,564 Holdings Road,,Bowen Island,House,7/20/2021,,
"$647,000 ",2,2,811,607 7368 Sandborne Avenue,South Slope,Burnaby,Apt/Condo,7/20/2021,,
"$568,000 ",0,,,1562 Eaglecliff Road,,Bowen Island,Land/Lot,7/20/2021,57,284
"$2,880,000 ",4,4,4032,925 Arbutus Bay Lane,,Bowen Island,House,7/20/2021,,
"$2,588,000 ",4,4,3533,7776 Kaymar Drive,Suncrest,Burnaby,House,7/20/2021,,
"$938,000 ",3,3,1638,21 9229 University Crescent,Simon Fraser University,Burnaby,Townhouse,7/20/2021,,
"$699,000 ",2,2,1084,1005 5885 Olive Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$585,000 ",1,1,640,117 5460 Broadway,Parkcrest,Burnaby,Apt/Condo,7/20/2021,,
"$568,000 ",1,1,712,902 4567 Hazel Street,Forest Glen,Burnaby,Apt/Condo,7/20/2021,,
"$2,398,000 ",4,3,1976,4249 4251 Southwood Street,South Slope,Burnaby,Multifamily,7/20/2021,82,221
"$699,000 ",1,1,587,1702 5333 Goring Street,Central Burnaby North,Burnaby,Apt/Condo,7/20/2021,,
"$1,399,900 ",2,1,875,3820 Napier Street,Willingdon Heights,Burnaby,House,7/20/2021,0,0
"$17,588,000 ",7,8,21526,370 374 Smugglers Cove Road,,Bowen Island,House,7/20/2021,,
"$1,250,000 ",4,3,1982,7456 Mary Avenue,Edmonds,Burnaby,Duplex,7/20/2021,,
"$639,000 ",1,1,570,807 6383 Mckay Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$638,800 ",2,2,1281,1507 3980 Carrigan Court,Government Road,Burnaby,Apt/Condo,7/20/2021,,
"$1,168,000 ",3,3,1384,209 4255 Sardis Street,Central Park,Burnaby,Townhouse,7/20/2021,,
"$629,800 ",2,2,796,415 7428 Byrnepark Walk,South Slope,Burnaby,Apt/Condo,7/20/2021,,
"$1,298,000 ",3,1,2622,7833 Coquitlam Street,The Crest,Burnaby,House,7/20/2021,60,106
"$748,880 ",2,2,733,2801 1955 Alpha Way,Brentwood Park,Burnaby,Apt/Condo,7/20/2021,,
"$768,000 ",2,2,1027,225 3888 Norfolk Street,Central Burnaby North,Burnaby,Townhouse,7/20/2021,,
"$1,100,000 ",2,2,884,2605 5333 Goring Street,Central Burnaby North,Burnaby,Apt/Condo,7/20/2021,,
"$880,000 ",2,2,915,802 6658 Dow Avenue,Metrotown,Burnaby,Apt/Condo,7/20/2021,,
"$919,000 ",2,2,1147,1504 5611 Goring Street,Central Burnaby North,Burnaby,Apt/Condo,7/20/2021,,
"$699,000 ",1,1,521,3406 4711 Hazel Street,Forest Glen,Burnaby,Apt/Condo,7/20/2021,,
"$2,599,000 ",6,5,4876,13427 55a Avenue,Panorama Ridge,Surrey,House,7/20/2021,,
"$654,900 ",2,3,1250,905 18505 Laurensen Place,Clayton,Surrey,Townhouse,7/20/2021,,
"$1,575,000 ",3,2,1400,15753 Mcbeth Road,King George Corridor,Surrey,House,7/20/2021,,
"$700,000 ",3,3,1724,25 6489 121a Street,West Newton,Surrey,Townhouse,7/20/2021,,
"$549,000 ",3,2,1168,33 11255 132nd Street,Bridgeview,Surrey,Townhouse,7/20/2021,,
"$370,000 ",2,1,738,401 10533 University Drive,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$459,900 ",2,2,1168,107 5909 177b Street,Cloverdale,Surrey,Apt/Condo,7/20/2021,,
"$649,888 ",3,2,954,A301 14418 72 Avenue,East Newton,Surrey,Apt/Condo,7/20/2021,,
"$1,899,999 ",7,5,3913,14981 59a Avenue,Sullivan Station,Surrey,House,7/20/2021,42,155
"$798,000 ",3,3,1747,19 10238 155a Street,Guildford,Surrey,Townhouse,7/20/2021,,
"$419,000 ",3,2,1240,282 1840 160 Street,King George Corridor,Surrey,Mfd/Mobile Home,7/20/2021,,
"$1,175,000 ",4,4,2371,6554 193 Street,Clayton,Surrey,House,7/20/2021,,
"$1,399,900 ",6,4,3243,6115 167b Street,Cloverdale,Surrey,House,7/20/2021,50,80
"$409,800 ",1,1,822,109 10088 148 Street,Guildford,Surrey,Apt/Condo,7/20/2021,,
"$1,395,000 ",5,3,2542,16642 79b Avenue,Fleetwood Tynehead,Surrey,House,7/20/2021,27,94
"$499,000 ",2,1,608,3605 13438 Central Avenue,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$399,999 ",2,2,746,115 13555 Gateway Drive,Whalley,Surrey,Apt/Condo,7/20/2021,,
"$1,150,000 ",2,2,1565,13913 116 Avenue,Bolivar Heights,Surrey,House,7/20/2021,109,98
"$2,950,000 ",11,10,7940,12831 98 Avenue,Cedar Hills,Surrey,House,7/20/2021,80,142
"$499,900 ",2,2,1504,320 7171 121 Street,West Newton,Surrey,Apt/Condo,7/20/2021,,
"$729,900 ",2,3,1192,31 19299 64 Avenue,Clayton,Surrey,Townhouse,7/20/2021,,
"$1,299,900 ",5,5,2132,8818 131 Street,Queen Mary Park,Surrey,House,7/20/2021,44,82
"$979,000 ",3,3,1660,19 55 Hawthorn Drive,Heritage Woods,Port Moody,Townhouse,7/20/2021,,
"$1,399,000 ",5,3,2543,204 Moray Street,Port Moody Centre,Port Moody,House,7/20/2021,,
"$1,788,000 ",3,2,2058,1026 Ioco Road,Barber Street,Port Moody,House,7/20/2021,50,150
"$699,800 ",2,2,963,415 701 Klahanie Drive,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$1,590,888 ",4,3,1941,23 Flavelle Drive,Barber Street,Port Moody,House,7/20/2021,,
"$549,900 ",1,1,654,1509 400 Capilano Road,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$1,009,900 ",3,3,1302,2840 Hope Street,Port Moody Centre,Port Moody,Townhouse,7/20/2021,,
"$1,738,000 ",5,4,4194,134 Ravine Drive,Heritage Mountain,Port Moody,House,7/20/2021,51,123
"$1,009,900 ",3,3,1302,2824 Hope Street,Port Moody Centre,Port Moody,Townhouse,7/20/2021,,
"$499,900 ",1,1,805,111 2436 Kelly Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$959,800 ",3,2,1792,3320 Jervis Street,Woodland Acres,Port Coquitlam,House,7/20/2021,33,120
"$479,900 ",2,1,956,412 2439 Wilson Avenue,Central Port Coquitlam,Port Coquitlam,Apt/Condo,7/20/2021,,
"$700,000 ",3,2,1300,34 2450 Hawthorne Avenue,Central Port Coquitlam,Port Coquitlam,Townhouse,7/20/2021,,
"$1,350,000 ",5,2,1965,859 Paisley Avenue,Lincoln Park,Port Coquitlam,House,7/20/2021,,
"$1,179,000 ",4,3,1844,3725 Ulster Street,Oxford Heights,Port Coquitlam,House,7/20/2021,33,122
"$958,000 ",4,4,2546,44 2615 Fortress Drive,Citadel,Port Coquitlam,Townhouse,7/20/2021,,
"$788,000 ",4,2,1549,405 Cardiff Way,College Park,Port Moody,Townhouse,7/20/2021,,
"$758,000 ",2,2,837,2207 301 Capilano Road,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$1,768,000 ",4,4,3901,193 Aspenwood Drive,Heritage Woods,Port Moody,House,7/20/2021,83,92
"$635,000 ",2,2,895,312 3136 St Johns Street,Port Moody Centre,Port Moody,Apt/Condo,7/20/2021,,
"$1,297,000 ",2,1,1023,940 Ioco Road,Barber Street,Port Moody,House,7/20/2021,,
"$1,149,000 ",4,4,1833,6 2115 Spring Street,Port Moody Centre,Port Moody,Townhouse,7/20/2021,,
"$675,675 ",2,1,879,1033 Clarke Road,College Park,Port Moody,Townhouse,7/20/2021,,
